"species_code","common_name","scientific_name","xc_common_name","xc_scientific_name"
"hotbut3","Black-rumped Buttonquail","Turnix nanus","Black-rumped Buttonquail","Turnix nanus"
"hotbut1","Hottentot Buttonquail","Turnix hottentottus","Hottentot Buttonquail","Turnix hottentottus"
"yelbut1","Yellow-legged Buttonquail","Turnix tanki","Yellow-legged Buttonquail","Turnix tanki"
"spobut2","Spotted Buttonquail","Turnix ocellatus","Spotted Buttonquail","Turnix ocellatus"
"barbut1","Barred Buttonquail","Turnix suscitator","Barred Buttonquail","Turnix suscitator"
"madbut1","Madagascar Buttonquail","Turnix nigricollis","Madagascan Buttonquail","Turnix nigricollis"
"blbbut2","Black-breasted Buttonquail","Turnix melanogaster",NA,NA
"chbbut2","Chestnut-backed Buttonquail","Turnix castanotus","Chestnut-backed Buttonquail","Turnix castanotus"
"bubbut1","Buff-breasted Buttonquail","Turnix olivii",NA,NA
"paibut","Painted Buttonquail","Turnix varius","Painted Buttonquail","Turnix varius"
"luzbut1","Luzon Buttonquail","Turnix worcesteri",NA,NA
"sumbut1","Sumba Buttonquail","Turnix everetti",NA,NA
"recbut1","Red-chested Buttonquail","Turnix pyrrhothorax","Red-chested Buttonquail","Turnix pyrrhothorax"
"litbut1","Little Buttonquail","Turnix velox","Little Buttonquail","Turnix velox"
"quail-1","Quail-plover","Ortyxelos meiffrenii",NA,NA
"craplo1","Crab-Plover","Dromas ardeola","Crab-plover","Dromas ardeola"
"crccou1","Cream-colored Courser","Cursorius cursor","Cream-colored Courser","Cursorius cursor"
"somcou1","Somali Courser","Cursorius somalensis","Somali Courser","Cursorius somalensis"
"burcou2","Burchell's Courser","Cursorius rufus","Burchell's Courser","Cursorius rufus"
"temcou1","Temminck's Courser","Cursorius temminckii","Temminck's Courser","Cursorius temminckii"
"indcou1","Indian Courser","Cursorius coromandelicus","Indian Courser","Cursorius coromandelicus"
"dobcou2","Double-banded Courser","Smutsornis africanus","Double-banded Courser","Rhinoptilus africanus"
"thbcou1","Three-banded Courser","Rhinoptilus cinctus","Three-banded Courser","Rhinoptilus cinctus"
"brwcou1","Bronze-winged Courser","Rhinoptilus chalcopterus","Bronze-winged Courser","Rhinoptilus chalcopterus"
"jercou1","Jerdon's Courser","Rhinoptilus bitorquatus","Jerdon's Courser","Rhinoptilus bitorquatus"
"auspra1","Australian Pratincole","Stiltia isabella","Australian Pratincole","Stiltia isabella"
"colpra","Collared Pratincole","Glareola pratincola","Collared Pratincole","Glareola pratincola"
"oripra","Oriental Pratincole","Glareola maldivarum","Oriental Pratincole","Glareola maldivarum"
"blwpra1","Black-winged Pratincole","Glareola nordmanni","Black-winged Pratincole","Glareola nordmanni"
"madpra1","Madagascar Pratincole","Glareola ocularis","Madagascan Pratincole","Glareola ocularis"
"rocpra1","Rock Pratincole","Glareola nuchalis","Rock Pratincole","Glareola nuchalis"
"grypra1","Gray Pratincole","Glareola cinerea","Grey Pratincole","Glareola cinerea"
"smapra1","Small Pratincole","Glareola lactea","Small Pratincole","Glareola lactea"
"gresku1","Great Skua","Stercorarius skua","Great Skua","Stercorarius skua"
"chisku1","Chilean Skua","Stercorarius chilensis","Chilean Skua","Stercorarius chilensis"
"sopsku1","South Polar Skua","Stercorarius maccormicki","South Polar Skua","Stercorarius maccormicki"
"brnsku3","Brown Skua","Stercorarius antarcticus","Brown Skua","Stercorarius antarcticus"
"pomjae","Pomarine Jaeger","Stercorarius pomarinus","Pomarine Jaeger","Stercorarius pomarinus"
"parjae","Parasitic Jaeger","Stercorarius parasiticus","Parasitic Jaeger","Stercorarius parasiticus"
"lotjae","Long-tailed Jaeger","Stercorarius longicaudus","Long-tailed Jaeger","Stercorarius longicaudus"
"doveki","Dovekie","Alle alle","Little Auk","Alle alle"
"commur","Common Murre","Uria aalge","Common Murre","Uria aalge"
"thbmur","Thick-billed Murre","Uria lomvia","Thick-billed Murre","Uria lomvia"
"razorb","Razorbill","Alca torda","Razorbill","Alca torda"
"greauk","Great Auk","Pinguinus impennis",NA,NA
"blkgui","Black Guillemot","Cepphus grylle","Black Guillemot","Cepphus grylle"
"piggui","Pigeon Guillemot","Cepphus columba","Pigeon Guillemot","Cepphus columba"
"spegui1","Spectacled Guillemot","Cepphus carbo",NA,NA
"lobmur","Long-billed Murrelet","Brachyramphus perdix",NA,NA
"marmur","Marbled Murrelet","Brachyramphus marmoratus","Marbled Murrelet","Brachyramphus marmoratus"
"kitmur","Kittlitz's Murrelet","Brachyramphus brevirostris",NA,NA
"xanmur2","Scripps's Murrelet","Synthliboramphus scrippsi",NA,NA
"xanmur1","Guadalupe Murrelet","Synthliboramphus hypoleucus",NA,NA
"cramur","Craveri's Murrelet","Synthliboramphus craveri","Craveri's Murrelet","Synthliboramphus craveri"
"ancmur","Ancient Murrelet","Synthliboramphus antiquus","Ancient Murrelet","Synthliboramphus antiquus"
"japmur1","Japanese Murrelet","Synthliboramphus wumizusume","Japanese Murrelet","Synthliboramphus wumizusume"
"casauk","Cassin's Auklet","Ptychoramphus aleuticus","Cassin's Auklet","Ptychoramphus aleuticus"
"parauk","Parakeet Auklet","Aethia psittacula","Parakeet Auklet","Aethia psittacula"
"leaauk","Least Auklet","Aethia pusilla","Least Auklet","Aethia pusilla"
"whiauk","Whiskered Auklet","Aethia pygmaea","Whiskered Auklet","Aethia pygmaea"
"creauk","Crested Auklet","Aethia cristatella","Crested Auklet","Aethia cristatella"
"rhiauk","Rhinoceros Auklet","Cerorhinca monocerata",NA,NA
"atlpuf","Atlantic Puffin","Fratercula arctica","Atlantic Puffin","Fratercula arctica"
"horpuf","Horned Puffin","Fratercula corniculata","Horned Puffin","Fratercula corniculata"
"tufpuf","Tufted Puffin","Fratercula cirrhata",NA,NA
"swtgul1","Swallow-tailed Gull","Creagrus furcatus","Swallow-tailed Gull","Creagrus furcatus"
"bklkit","Black-legged Kittiwake","Rissa tridactyla","Black-legged Kittiwake","Rissa tridactyla"
"relkit","Red-legged Kittiwake","Rissa brevirostris","Red-legged Kittiwake","Rissa brevirostris"
"ivogul","Ivory Gull","Pagophila eburnea","Ivory Gull","Pagophila eburnea"
"sabgul","Sabine's Gull","Xema sabini","Sabine's Gull","Xema sabini"
"saugul2","Saunders's Gull","Saundersilarus saundersi","Saunders's Gull","Chroicocephalus saundersi"
"slbgul1","Slender-billed Gull","Chroicocephalus genei","Slender-billed Gull","Chroicocephalus genei"
"bongul","Bonaparte's Gull","Chroicocephalus philadelphia","Bonaparte's Gull","Chroicocephalus philadelphia"
"andgul1","Andean Gull","Chroicocephalus serranus","Andean Gull","Chroicocephalus serranus"
"brhgul2","Brown-hooded Gull","Chroicocephalus maculipennis","Brown-hooded Gull","Chroicocephalus maculipennis"
"blbgul1","Black-billed Gull","Chroicocephalus bulleri","Black-billed Gull","Chroicocephalus bulleri"
"silgul2","Silver Gull","Chroicocephalus novaehollandiae","Silver Gull","Chroicocephalus novaehollandiae"
"grhgul","Gray-hooded Gull","Chroicocephalus cirrocephalus","Grey-headed Gull","Chroicocephalus cirrocephalus"
"hargul1","Hartlaub's Gull","Chroicocephalus hartlaubii","Hartlaub's Gull","Chroicocephalus hartlaubii"
"bkhgul","Black-headed Gull","Chroicocephalus ridibundus","Black-headed Gull","Chroicocephalus ridibundus"
"bnhgul1","Brown-headed Gull","Chroicocephalus brunnicephalus","Brown-headed Gull","Chroicocephalus brunnicephalus"
"litgul","Little Gull","Hydrocoloeus minutus","Little Gull","Hydrocoloeus minutus"
"rosgul","Ross's Gull","Rhodostethia rosea","Ross's Gull","Rhodostethia rosea"
"dolgul2","Dolphin Gull","Leucophaeus scoresbii","Dolphin Gull","Leucophaeus scoresbii"
"grygul","Gray Gull","Leucophaeus modestus","Grey Gull","Leucophaeus modestus"
"laugul","Laughing Gull","Leucophaeus atricilla","Laughing Gull","Leucophaeus atricilla"
"fragul","Franklin's Gull","Leucophaeus pipixcan","Franklin's Gull","Leucophaeus pipixcan"
"lavgul1","Lava Gull","Leucophaeus fuliginosus","Lava Gull","Leucophaeus fuliginosus"
"medgul1","Mediterranean Gull","Ichthyaetus melanocephalus","Mediterranean Gull","Ichthyaetus melanocephalus"
"relgul2","Relict Gull","Ichthyaetus relictus","Relict Gull","Ichthyaetus relictus"
"whegul2","White-eyed Gull","Ichthyaetus leucophthalmus","White-eyed Gull","Ichthyaetus leucophthalmus"
"soogul2","Sooty Gull","Ichthyaetus hemprichii","Sooty Gull","Ichthyaetus hemprichii"
"gbhgul2","Pallas's Gull","Ichthyaetus ichthyaetus","Pallas's Gull","Ichthyaetus ichthyaetus"
"audgul1","Audouin's Gull","Ichthyaetus audouinii","Audouin's Gull","Ichthyaetus audouinii"
"belgul","Belcher's Gull","Larus belcheri","Belcher's Gull","Larus belcheri"
"olrgul1","Olrog's Gull","Larus atlanticus","Olrog's Gull","Larus atlanticus"
"bktgul","Black-tailed Gull","Larus crassirostris","Black-tailed Gull","Larus crassirostris"
"pacgul1","Pacific Gull","Larus pacificus","Pacific Gull","Larus pacificus"
"heegul","Heermann's Gull","Larus heermanni","Heermann's Gull","Larus heermanni"
"mewgul","Mew Gull","Larus canus","Mew Gull","Larus canus"
"ribgul","Ring-billed Gull","Larus delawarensis","Ring-billed Gull","Larus delawarensis"
"wesgul","Western Gull","Larus occidentalis","Western Gull","Larus occidentalis"
"yefgul","Yellow-footed Gull","Larus livens","Yellow-footed Gull","Larus livens"
"calgul","California Gull","Larus californicus","California Gull","Larus californicus"
"hergul","Herring Gull","Larus argentatus","European Herring Gull","Larus argentatus"
"yelgul1","Yellow-legged Gull","Larus michahellis","Yellow-legged Gull","Larus michahellis"
"casgul2","Caspian Gull","Larus cachinnans","Caspian Gull","Larus cachinnans"
"armgul1","Armenian Gull","Larus armenicus","Armenian Gull","Larus armenicus"
"y00478","Iceland Gull","Larus glaucoides","Iceland Gull","Larus glaucoides"
"lbbgul","Lesser Black-backed Gull","Larus fuscus","Lesser Black-backed Gull","Larus fuscus"
"slbgul","Slaty-backed Gull","Larus schistisagus","Slaty-backed Gull","Larus schistisagus"
"glwgul","Glaucous-winged Gull","Larus glaucescens","Glaucous-winged Gull","Larus glaucescens"
"glagul","Glaucous Gull","Larus hyperboreus","Glaucous Gull","Larus hyperboreus"
"gbbgul","Great Black-backed Gull","Larus marinus","Great Black-backed Gull","Larus marinus"
"kelgul","Kelp Gull","Larus dominicanus","Kelp Gull","Larus dominicanus"
"brnnod","Brown Noddy","Anous stolidus","Brown Noddy","Anous stolidus"
"blknod","Black Noddy","Anous minutus","Black Noddy","Anous minutus"
"lesnod1","Lesser Noddy","Anous tenuirostris","Lesser Noddy","Anous tenuirostris"
"grynod1","Gray Noddy","Anous albivitta",NA,NA
"bugnod","Blue-gray Noddy","Anous ceruleus","Blue Noddy","Anous ceruleus"
"whiter","White Tern","Gygis alba","White Tern","Gygis alba"
"sooter1","Sooty Tern","Onychoprion fuscatus","Sooty Tern","Onychoprion fuscatus"
"gybter1","Gray-backed Tern","Onychoprion lunatus",NA,NA
"briter1","Bridled Tern","Onychoprion anaethetus","Bridled Tern","Onychoprion anaethetus"
"aleter1","Aleutian Tern","Onychoprion aleuticus","Aleutian Tern","Onychoprion aleuticus"
"litter1","Little Tern","Sternula albifrons","Little Tern","Sternula albifrons"
"leater1","Least Tern","Sternula antillarum","Least Tern","Sternula antillarum"
"yebter2","Yellow-billed Tern","Sternula superciliaris","Yellow-billed Tern","Sternula superciliaris"
"faiter2","Australian Fairy Tern","Sternula nereis","Fairy Tern","Sternula nereis"
"perter2","Peruvian Tern","Sternula lorata","Peruvian Tern","Sternula lorata"
"sauter2","Saunders's Tern","Sternula saundersi","Saunders's Tern","Sternula saundersi"
"damter2","Damara Tern","Sternula balaenarum","Damara Tern","Sternula balaenarum"
"labter1","Large-billed Tern","Phaetusa simplex","Large-billed Tern","Phaetusa simplex"
"gubter1","Gull-billed Tern","Gelochelidon nilotica","Gull-billed Tern","Gelochelidon nilotica"
"caster1","Caspian Tern","Hydroprogne caspia","Caspian Tern","Hydroprogne caspia"
"incter1","Inca Tern","Larosterna inca","Inca Tern","Larosterna inca"
"blkter","Black Tern","Chlidonias niger","Black Tern","Chlidonias niger"
"whwter","White-winged Tern","Chlidonias leucopterus","White-winged Tern","Chlidonias leucopterus"
"whiter2","Whiskered Tern","Chlidonias hybrida","Whiskered Tern","Chlidonias hybrida"
"blfter1","Black-fronted Tern","Chlidonias albostriatus","Black-fronted Tern","Chlidonias albostriatus"
"roster","Roseate Tern","Sterna dougallii","Roseate Tern","Sterna dougallii"
"whfter1","White-fronted Tern","Sterna striata","White-fronted Tern","Sterna striata"
"blnter1","Black-naped Tern","Sterna sumatrana","Black-naped Tern","Sterna sumatrana"
"comter","Common Tern","Sterna hirundo","Common Tern","Sterna hirundo"
"arcter","Arctic Tern","Sterna paradisaea","Arctic Tern","Sterna paradisaea"
"soater1","South American Tern","Sterna hirundinacea","South American Tern","Sterna hirundinacea"
"antter1","Antarctic Tern","Sterna vittata","Antarctic Tern","Sterna vittata"
"forter","Forster's Tern","Sterna forsteri","Forster's Tern","Sterna forsteri"
"truter","Snowy-crowned Tern","Sterna trudeaui","Snowy-crowned Tern","Sterna trudeaui"
"blbter1","Black-bellied Tern","Sterna acuticauda","Black-bellied Tern","Sterna acuticauda"
"rivter1","River Tern","Sterna aurantia","River Tern","Sterna aurantia"
"whcter1","White-cheeked Tern","Sterna repressa","White-cheeked Tern","Sterna repressa"
"kerter1","Kerguelen Tern","Sterna virgata","Kerguelen Tern","Sterna virgata"
"royter1","Royal Tern","Thalasseus maximus","Royal Tern","Thalasseus maximus"
"grcter1","Great Crested Tern","Thalasseus bergii","Greater Crested Tern","Thalasseus bergii"
"santer1","Sandwich Tern","Thalasseus sandvicensis","Sandwich Tern","Thalasseus sandvicensis"
"eleter1","Elegant Tern","Thalasseus elegans","Elegant Tern","Thalasseus elegans"
"lecter2","Lesser Crested Tern","Thalasseus bengalensis","Lesser Crested Tern","Thalasseus bengalensis"
"chcter2","Chinese Crested Tern","Thalasseus bernsteini","Chinese Crested Tern","Thalasseus bernsteini"
"blkski","Black Skimmer","Rynchops niger","Black Skimmer","Rynchops niger"
"afrski1","African Skimmer","Rynchops flavirostris","African Skimmer","Rynchops flavirostris"
"indski1","Indian Skimmer","Rynchops albicollis","Indian Skimmer","Rynchops albicollis"
"kagu1","Kagu","Rhynochetos jubatus","Kagu","Rhynochetos jubatus"
"sunbit1","Sunbittern","Eurypyga helias","Sunbittern","Eurypyga helias"
"whttro","White-tailed Tropicbird","Phaethon lepturus","White-tailed Tropicbird","Phaethon lepturus"
"rebtro","Red-billed Tropicbird","Phaethon aethereus","Red-billed Tropicbird","Phaethon aethereus"
"rettro","Red-tailed Tropicbird","Phaethon rubricauda","Red-tailed Tropicbird","Phaethon rubricauda"
"retloo","Red-throated Loon","Gavia stellata","Red-throated Loon","Gavia stellata"
"arcloo","Arctic Loon","Gavia arctica","Black-throated Loon","Gavia arctica"
"pacloo","Pacific Loon","Gavia pacifica","Pacific Loon","Gavia pacifica"
"comloo","Common Loon","Gavia immer","Common Loon","Gavia immer"
"yebloo","Yellow-billed Loon","Gavia adamsii","Yellow-billed Loon","Gavia adamsii"
"kinpen1","King Penguin","Aptenodytes patagonicus","King Penguin","Aptenodytes patagonicus"
"emppen1","Emperor Penguin","Aptenodytes forsteri","Emperor Penguin","Aptenodytes forsteri"
"adepen1","Adelie Penguin","Pygoscelis adeliae","Adelie Penguin","Pygoscelis adeliae"
"genpen1","Gentoo Penguin","Pygoscelis papua","Gentoo Penguin","Pygoscelis papua"
"chipen2","Chinstrap Penguin","Pygoscelis antarcticus","Chinstrap Penguin","Pygoscelis antarcticus"
"yeepen1","Yellow-eyed Penguin","Megadyptes antipodes","Yellow-eyed Penguin","Megadyptes antipodes"
"litpen1","Little Penguin","Eudyptula minor","Little Penguin","Eudyptula minor"
"jacpen1","African Penguin","Spheniscus demersus","African Penguin","Spheniscus demersus"
"humpen1","Humboldt Penguin","Spheniscus humboldti","Humboldt Penguin","Spheniscus humboldti"
"galpen1","Galapagos Penguin","Spheniscus mendiculus","Galapagos Penguin","Spheniscus mendiculus"
"magpen1","Magellanic Penguin","Spheniscus magellanicus","Magellanic Penguin","Spheniscus magellanicus"
"fiopen1","Fiordland Penguin","Eudyptes pachyrhynchus","Fiordland Penguin","Eudyptes pachyrhynchus"
"bicpen1","Erect-crested Penguin","Eudyptes sclateri","Erect-crested Penguin","Eudyptes sclateri"
"macpen1","Macaroni Penguin","Eudyptes chrysolophus","Macaroni Penguin","Eudyptes chrysolophus"
"roypen1","Royal Penguin","Eudyptes schlegeli","Royal Penguin","Eudyptes schlegeli"
"rocpen1","Southern Rockhopper Penguin","Eudyptes chrysocome","Southern Rockhopper Penguin","Eudyptes chrysocome"
